Time;Policy;Finalization Status;CPU core Energy;Transfer Energy;CPU core Time;Transfer Time;Cost
85647;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
86173;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
89096;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
89957;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
92056;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
92079;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
92418;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
94790;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
95032;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
98462;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
98808;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
99713;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
99758;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
100571;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
100711;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
101455;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
101462;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
101740;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
102360;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
104912;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
106846;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
107023;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
109494;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
109914;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
109937;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
110018;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
110869;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
111035;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
111518;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
114210;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
115021;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
116705;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
117050;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
120107;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
120370;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
120805;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
122079;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
122354;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
122869;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
126146;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
126457;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
127183;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
128043;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
129805;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
130150;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
131682;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
134498;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
134529;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
134757;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
135018;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
135563;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
135595;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
135952;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
136294;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
137170;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
137453;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
137668;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
138093;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
138433;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
141547;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
141622;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
141688;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
143456;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
144793;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
145817;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
146205;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
148003;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
148642;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
150866;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
151026;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
151169;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
151890;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
152778;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
159690;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
159861;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
162700;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
162943;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
163563;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
163918;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
167189;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
168444;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
169314;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
169943;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
171219;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
171697;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
172035;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
172243;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
172820;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
174545;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
175404;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
176899;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
177519;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
179571;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
180026;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
180360;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
181150;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
182671;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
182779;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
183722;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
185271;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
185647;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
186173;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
189096;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
189957;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
192056;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
192079;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
192418;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
194790;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
195032;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
198462;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
198808;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
199713;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
199758;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
200571;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
200711;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
201455;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
201462;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
201740;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
202360;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
204912;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
206846;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
207023;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
209494;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
209914;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
209937;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
210018;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
210869;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
211035;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
211518;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
214210;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
215021;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
216705;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
217050;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
220107;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
220370;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
220805;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
222079;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
222354;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
222869;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
226146;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
226457;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
227183;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
228043;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
229805;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
230150;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
231682;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
234498;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
234529;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
234757;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
235018;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
235563;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
235595;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
235952;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
236294;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
237170;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
237453;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
237668;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
238093;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
238433;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
241547;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
241622;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
241688;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
243456;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
244793;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
245817;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
246205;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
248003;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
248642;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
250866;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
251026;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
251169;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
251890;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
252778;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
259690;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
259861;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
262700;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
262943;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
263563;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
263918;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
267189;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
268444;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
269314;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
269943;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
271219;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
271697;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
272035;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
272243;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
272820;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
274545;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
275404;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
276899;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
277519;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
279571;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
280026;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
280360;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
281150;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
282671;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
282779;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
283722;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
285271;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
285647;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
286173;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
289096;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
289957;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
292056;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
292079;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
292418;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
294790;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
295032;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
298462;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
298808;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
299713;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
299758;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
300571;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
300711;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
301455;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
301462;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
301740;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
302360;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
304912;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
306846;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
307023;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
309494;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
309914;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
309937;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
310018;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
310869;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
311035;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
311518;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
314210;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
315021;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
316705;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
317050;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
320107;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
320370;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
320805;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
322079;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
322354;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
322869;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
326146;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
326457;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
327183;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
328043;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
329805;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
330150;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
331682;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
334498;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
334529;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
334757;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
335018;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
335563;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
335595;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
335952;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
336294;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
337170;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
337453;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
337668;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
338093;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
338433;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
341547;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
341622;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
341688;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
343456;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
344793;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
345817;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
346205;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
348003;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
348642;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
350866;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
351026;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
351169;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
351890;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
352778;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
359690;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
359861;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
362700;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
362943;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
363563;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
363918;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
367189;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
368444;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
369314;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
369943;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
371219;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
371697;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
372035;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
372243;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
372820;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
374545;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
375404;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
376899;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
377519;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
379571;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
380026;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
380360;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
381150;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
382671;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
382779;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
383722;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
385271;POLICY1_IOT;TASK_CONCLUDED;11000;0;12500;0;11300
385647;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
386173;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
389096;POLICY1_IOT;TASK_CONCLUDED;7040;0;25000;0;10632
